Filename,IOPS,BW_MBs,clat_avg_us,p99_us,p9999_us,sys_cpu,usr_cpu,QD
2026-01-28_205811_zfs-min-lat.json,1418.59,5.54,6.96,7.52,34.05,16.2,1.42,1
